Tick Size: 1593
The World has been created at Thu Apr 25 13:01:35 CDT 2013
Trade [numShares=1, stockId=12, action=SELL]
buy stock id: 12, a:1, p:190.7869
Trade [numShares=1, stockId=16, action=SELL]
sell stock id: 16, a:1, p:36.881
Trade [numShares=1, stockId=22, action=BUY]
buy stock id: 22, a:1, p:69.189
Trade [numShares=1, stockId=29, action=SELL]
sell stock id: 29, a:1, p:88.7331
Trade [numShares=1, stockId=14, action=SELL]
sell stock id: 14, a:1, p:71.6072
Trade [numShares=1, stockId=22, action=BUY]
buy stock id: 22, a:1, p:69.189
Trade [numShares=1, stockId=29, action=SELL]
sell stock id: 29, a:1, p:88.7927
Trade [numShares=1, stockId=5, action=BUY]
buy stock id: 5, a:1, p:20.935
Trade [numShares=1, stockId=15, action=BUY]
buy stock id: 15, a:1, p:46.07
Trade [numShares=1, stockId=26, action=BUY]
buy stock id: 26, a:1, p:85.3594
Trade [numShares=1, stockId=2, action=SELL]
sell stock id: 2, a:1, p:76.0912
Trade [numShares=1, stockId=22, action=SELL]
sell stock id: 22, a:1, p:69.1692
Trade [numShares=1, stockId=3, action=BUY]
buy stock id: 3, a:1, p:11.4927
Trade [numShares=1, stockId=16, action=SELL]
sell stock id: 16, a:1, p:36.9624
Trade [numShares=1, stockId=3, action=BUY]
buy stock id: 3, a:1, p:11.4397
Trade [numShares=1, stockId=8, action=SELL]
sell stock id: 8, a:1, p:50.95
Trade [numShares=1, stockId=12, action=BUY]
buy stock id: 12, a:1, p:191.1952
Trade [numShares=1, stockId=9, action=BUY]
buy stock id: 9, a:1, p:21.0279
Trade [numShares=1, stockId=25, action=SELL]
sell stock id: 25, a:1, p:53.5417
Trade [numShares=1, stockId=14, action=BUY]
buy stock id: 14, a:1, p:71.6965
Trade [numShares=1, stockId=22, action=BUY]
Trade [numShares=1, stockId=16, action=BUY]
buy stock id: 22, a:1, p:69.3279
buy stock id: 16, a:1, p:37.0518
Trade [numShares=1, stockId=29, action=BUY]
buy stock id: 29, a:1, p:88.8027
killed
